Regulator	Target	MI
miR-191-5p	miR-92a-3p	0.6037662891608786
miR-191-5p	miR-24-3p	0.7337180370851621
miR-191-5p	CCL20	0.13510431309371818
miR-191-5p	EGF	0.3930244132119469
miR-191-5p	RNY4-5p	0.9018056708019957
miR-24-3p	SRC	0.49945819877400943
miR-24-3p	PDGFB	0.4046969333692507
miR-24-3p	miR-320a	0.661312177242265
miR-24-3p	miR-21-5p	0.5774344606063977
miR-24-3p	miR-191-5p	0.7337180370851621
miR-24-3p	IKBKG	0.5075676659530703
miR-24-3p	miR-221-3p	0.5927385451153677
miR-24-3p	FABP4	0.1296909302617344
miR-24-3p	miR-223-3p	1.1268329043155463
miR-24-3p	FGF19	0.11821051718769038
miR-24-3p	STAMBP	0.3548616166247456
miR-27b-3p	miR-28-5p	0.11215629920012393
miR-27b-3p	miR-126-3p	0.2871537081682183
miR-27b-3p	SULT1A1	0.23691628801254616
miR-27b-3p	MUC16	0.1052255764414678
miR-27b-3p	HGF	0.1074375675625232
miR-486-5p	IL1RN	0.09256410436473317
miR-486-5p	ADM	0.2044075826601306
miR-486-5p	miR-93-5p	0.4992675383928633
miR-486-5p	KITLG	0.09354648552361056
miR-486-5p	PAPPA	0.09481557475225788
miR-486-5p	miR-150-5p	0.22152441532619438
miR-486-5p	miR-16-5p	0.53113357657194
miR-93-5p	miR-486-5p	0.4992675383928624
miR-93-5p	IL12B	0.10023780345368305
miR-93-5p	miR-19b-3p	0.6607053349521195
miR-93-5p	FGF23	0.10216456046240996
miR-93-5p	miR-223-3p	0.7689602002450853
miR-222-3p	PLAT	0.11890610402716373
miR-222-3p	DNER	0.2092806821038833
miR-222-3p	CTSD	0.12259621853423486
miR-222-3p	miR-140-5p	0.6562442992481481
miR-222-3p	miR-192-5p	0.14789813716827904
miR-222-3p	miR-30b-5p	0.8644005584921821
miR-222-3p	miR-20b-5p	0.750260357142559
miR-222-3p	TNFRSF10B	0.09375401812799744
miR-29a-3p	miR-574-3p	0.5372263418009133
miR-29a-3p	HBEGF	0.2231161475369774
miR-29a-3p	CSTB	0.17900660406396796
miR-29a-3p	SELPLG	0.10427748041485518
miR-29a-3p	miR-320a	0.42715816698913045
miR-29a-3p	EIF4EBP1	0.11172111057613865
miR-29a-3p	CCL25	0.0985578590563918
miR-29a-3p	miR-221-3p	0.4324304653422537
miR-29a-3p	PTX3	0.09074937762969526
miR-19b-3p	miR-20b-5p	1.0408788889819052
miR-19b-3p	miR-93-5p	0.6607053349521195
miR-19b-3p	IL15RA	0.09000781909221889
miR-19b-3p	miR-26a-5p	0.770475916100331
miR-19b-3p	miR-130a-3p	0.5632636588298263
miR-19b-3p	IL16	0.13250804835553254
miR-19b-3p	SIRT2	0.3324901068938333
miR-19b-3p	VEGFA	0.1446028526195997
miR-19b-3p	miR-30b-5p	0.8770267894442911
miR-19b-3p	miR-99b-5p	0.3489876597363937
miR-197-3p	miR-320a	0.4553413940180251
miR-197-3p	MMP1	0.11482734927065064
miR-197-3p	F3	0.09039087686334746
miR-197-3p	REN	0.10169043556786228
miR-26a-5p	miR-19b-3p	0.770475916100331
miR-26a-5p	TNFRSF9	0.11722631139745587
miR-26a-5p	miR-221-3p	0.768774445689532
miR-26a-5p	miR-140-5p	0.6664821908185319
miR-324-5p	CX3CL1	0.11698284763557432
miR-324-5p	MMP7	0.12567958200253493
miR-324-5p	TNFSF14	0.108199031568744
miR-324-5p	MMP1	0.17392571553237346
miR-324-5p	IL10RA	0.2087621431004223
miR-324-5p	NGF	0.11203072040051865
miR-324-5p	CXCL11	0.1857598575095274
miR-324-5p	miR-30b-5p	0.3910169571010602
miR-324-5p	CD40LG	0.20021109703568296
miR-324-5p	GAL	0.12711462770567827
miR-324-5p	CD5	0.10510134030003293
miR-324-5p	LTA	0.09184268125587991
miR-130a-3p	CXCL9	0.09966344369411839
miR-130a-3p	CCL11	0.10740919951906669
miR-130a-3p	miR-19b-3p	0.5632636588298263
miR-130a-3p	IL6	0.12772983204357757
miR-130a-3p	FAS	0.1329942606446357
miR-221-3p	CXCL5	0.2290821573709394
miR-221-3p	miR-24-3p	0.5927385451153677
miR-221-3p	miR-29a-3p	0.4324304653422537
miR-221-3p	FGF21	0.10512304573248787
miR-221-3p	miR-26a-5p	0.7827498570212947
miR-221-3p	AXIN1	0.42634237731613034
miR-221-3p	CD40LG	0.3901389530411121
let-7b-5p	miR-20b-5p	0.6165331543916768
let-7b-5p	IL6R	0.13729945504073005
let-7b-5p	SLAMF1	0.10851186913427124
let-7b-5p	CDCP1	0.1300058502501784
let-7b-5p	LEP	0.08909339474435551
let-7d-5p	CSF1	0.11545103070382012
let-7d-5p	HSPB1	0.25878823121679506
let-7d-5p	OLR1	0.1005677044637725
let-7d-5p	F2R	0.10537942880033668
let-7d-5p	miR-92a-3p	0.5725356229423495
let-7d-5p	miR-126-3p	0.5817183094658569
let-7d-5p	SULT1A1	0.2601047719021832
let-7d-5p	NTF3	0.11287271768498996
let-7d-5p	VEGFD	0.09704197116835012
let-7d-5p	miR-375	0.10362138321086523
let-7d-5p	CCL28	0.2039109451401666
miR-140-5p	NT-pro-BNP	0.15706945677230966
miR-140-5p	miR-222-3p	0.6562442992481481
miR-140-5p	miR-26a-5p	0.6664821908185319
miR-140-5p	CHI3L1	0.09284641768227431
miR-192-5p	CCL13	0.0970779380278124
miR-192-5p	CSTB	0.09114157222753061
miR-192-5p	CCL23	0.11554259781239029
miR-192-5p	CD40	0.1121748465280552
miR-192-5p	MMP7	0.12542242941835902
miR-192-5p	GDF15	0.10032349315083966
miR-192-5p	MMP1	0.11778772699265438
miR-192-5p	IL10RA	0.1437032154808282
miR-192-5p	IL27	0.13152746340168697
miR-192-5p	AGER	0.10750604241486528
miR-192-5p	F3	0.12239970883715756
miR-192-5p	CXCL10	0.12408251468480724
miR-192-5p	CXCL11	0.11679319991429349
miR-192-5p	CD5	0.10899440430845164
miR-192-5p	miR-222-3p	0.14789813716827727
miR-192-5p	miR-375	0.26676823069420674
miR-192-5p	CCL19	0.09200121308151488
miR-192-5p	TEK	0.19444158364948727
miR-30b-5p	CD40	0.16761856908192385
miR-30b-5p	miR-143-3p	0.2100049494090559
miR-30b-5p	MB	0.1241804489976035
miR-30b-5p	miR-324-5p	0.3910169571010611
miR-30b-5p	miR-126-3p	0.6384618397991568
miR-30b-5p	IL1RL1	0.1403253546147294
miR-30b-5p	CCL7	0.12434154006630038
miR-30b-5p	miR-222-3p	0.8519771841854826
miR-30b-5p	CCL4	0.16580838876324133
miR-30b-5p	S100A12	0.12359685345853677
miR-30b-5p	miR-19b-3p	0.8770267894442911
miR-223-3p	miR-574-3p	0.5255010405900267
miR-223-3p	FLT3LG	0.14407970951578175
miR-223-3p	PECAM1	0.15303579749041685
miR-223-3p	miR-885-5p	0.19161330230461981
miR-223-3p	TGFA	0.11862084252752236
miR-223-3p	miR-126-3p	1.0602803172783712
miR-223-3p	CST5	0.12925228628228425
miR-223-3p	miR-24-3p	1.1268329043155463
miR-223-3p	miR-93-5p	0.7689602002450862
miR-223-3p	CCL23	0.09639555795659849
miR-223-3p	KLK11	0.095431099692326
miR-223-3p	miR-223-5p	0.5617545129367798
miR-223-5p	TNFSF10	0.12808367885033434
miR-223-5p	IL6R	0.105194551540297
miR-223-5p	miR-223-3p	0.5617545129367798
miR-375	IL10	0.10718429957105435
miR-375	GH1	0.09100078937045275
miR-375	miR-192-5p	0.26676823069420674
miR-375	FABP4	0.17113844116663657
miR-375	S100A12	0.09890056120616553
miR-375	ADM	0.1396936650693208
miR-375	let-7d-5p	0.10362138321086523
miR-92a-3p	RNY5-5p	0.239762680653115
miR-92a-3p	CXCL1	0.17604175024246516
miR-92a-3p	miR-320a	0.48422059007827833
miR-92a-3p	miR-191-5p	0.6050256613958664
miR-92a-3p	RNY4-5p	0.6574176246563521
miR-92a-3p	MMP3	0.18147449711340968
miR-92a-3p	LIFR	0.13921036855624802
miR-92a-3p	let-7d-5p	0.5725356229423495
miR-92a-3p	MMP12	0.10723492735249174
miR-99b-5p	miR-28-5p	0.14678868653638588
miR-99b-5p	NTF3	0.09114283210479979
miR-99b-5p	miR-19b-3p	0.34898765973639545
miR-99b-5p	MMP3	0.12240066066742639
miR-99b-5p	CXCL10	0.115812077636118
miR-150-5p	miR-122-5p	0.10767616693735871
miR-150-5p	miR-126-3p	0.34310254551201425
miR-150-5p	MMP1	0.12474961780879124
miR-150-5p	IL18	0.11109057969880798
miR-16-5p	CD274	0.1608816108058546
miR-16-5p	miR-20b-5p	0.628255524184623
miR-16-5p	miR-486-5p	0.53113357657194
