Regulator	Target	MI
miR-885-5p	CCL25	0.11809538530934294
miR-885-5p	TGFB1	0.09729504910998621
miR-885-5p	FST	0.10497665126112121
miR-885-5p	miR-122-5p	0.4860242006884077
miR-885-5p	PRL	0.09622300918302162
miR-885-5p	THBD	0.10271699911807275
miR-885-5p	FABP4	0.12487250492674828
miR-885-5p	miR-223-3p	0.19161330230461981
miR-885-5p	ADA	0.18659185734701467
miR-20b-5p	miR-145-5p	0.5973911686516313
miR-20b-5p	miR-222-3p	0.750260357142559
miR-20b-5p	miR-19b-3p	1.040878888981906
miR-20b-5p	IL10	0.1470032264829202
miR-20b-5p	GDF15	0.09839831990837578
miR-20b-5p	FST	0.10981815885945068
miR-20b-5p	let-7b-5p	0.6165331543916759
miR-20b-5p	MMP10	0.08922612836552091
miR-20b-5p	miR-16-5p	0.6282555241846222
miR-28-5p	miR-191-5p	0.17384848098791572
miR-28-5p	miR-27b-3p	0.11215629920012393
miR-28-5p	miR-99b-5p	0.14678868653638588
miR-28-5p	NGF	0.10236604474327216
miR-28-5p	CCL28	0.17777599859676663
miR-122-5p	NT-pro-BNP	0.10841430380955508
miR-122-5p	miR-885-5p	0.4860242006884077
miR-122-5p	RNY5-5p	0.220324550415274
miR-122-5p	TNFRSF10B	0.0973231656549931
miR-122-5p	CXCL1	0.10010621485113269
miR-122-5p	TNFRSF1B	0.1382845100625021
miR-122-5p	F3	0.11820386918073034
miR-122-5p	miR-150-5p	0.10767616693735871
miR-122-5p	PGF	0.10260703090696488
miR-122-5p	TNFRSF1A	0.0903981583304514
miR-122-5p	VEGFA	0.14392364362397547
miR-126-3p	miR-126-5p	0.5303647885139036
miR-126-3p	ESM1	0.1307897532898119
miR-126-3p	miR-27b-3p	0.2871537081682183
miR-126-3p	CCL19	0.08984528515468782
miR-126-3p	let-7d-5p	0.5817183094658569
miR-126-3p	miR-30b-5p	0.6384618397991568
miR-126-3p	miR-223-3p	1.0602803172783712
miR-126-3p	XPNPEP2	0.10866137978016255
miR-126-3p	miR-150-5p	0.35430382715936926
miR-126-3p	CD244	0.16352827506748113
miR-320a	CXCL5	0.22539999910570163
miR-320a	miR-92a-3p	0.4710548824989784
miR-320a	miR-24-3p	0.654292880678816
miR-320a	miR-29a-3p	0.4122942888064074
miR-320a	miR-197-3p	0.4553413940180242
miR-320a	OSM	0.12976743549231173
miR-320a	SELE	0.08955607157522749
miR-320a	CD40LG	0.40383485660637586
miR-320a	IL17A	0.12909627890164366
miR-126-5p	miR-126-3p	0.5303647885139036
miR-126-5p	NPPB	0.09424032357273937
miR-126-5p	GH1	0.12132796790385925
miR-21-5p	miR-24-3p	0.5929574756522902
miR-21-5p	CASP8	0.20161066968426233
miR-21-5p	RNY4-5p	0.5084456564134481
miR-21-5p	PGF	0.10005588048161229
miR-21-5p	TNFRSF1A	0.1029961728943789
miR-145-5p	miR-20b-5p	0.5948623668940893
miR-145-5p	IL27	0.10830248144779286
miR-145-5p	TNFSF11	0.16613774549075
miR-145-5p	MUC16	0.10434233258233938
miR-145-5p	CXCL11	0.14173114737238457
miR-143-3p	miR-30b-5p	0.2100049494090559
miR-143-3p	HGF	0.10264572465045951
miR-143-3p	OSM	0.10245101504532705
miR-143-3p	KLK11	0.13211419976972394
miR-574-3p	THBD	0.10543126727563568
miR-574-3p	miR-29a-3p	0.5372263418009133
miR-574-3p	CCL3	0.17345246221964494
miR-574-3p	miR-223-3p	0.5255010405900267
miR-191-5p	CXCL6	0.12219678037044446
miR-191-5p	SPON1	0.14931412712361425
miR-191-5p	miR-28-5p	0.1738484809879166
miR-191-5p	PLAU	0.09733439658218579
miR-191-5p	RNY4-3p	0.6435669134083755
