Regulator	Target	MI
miR-143-3p	miR-140-5p	0.27073985513405585
miR-143-3p	CD6	0.14994702569762275
miR-143-3p	IL18R1	0.08947570066121635
miR-574-3p	miR-29a-3p	0.46904637080865186
miR-574-3p	miR-30b-5p	0.5474851764814543
miR-574-3p	miR-223-3p	0.513568188328394
miR-191-5p	NT-pro-BNP	0.10930559483367652
miR-191-5p	CXCL1	0.37865538333372406
miR-191-5p	RNY4-3p	0.7190522908608106
miR-191-5p	AXIN1	0.47166378556210375
miR-191-5p	miR-130a-3p	0.45567090419418044
miR-191-5p	miR-92a-3p	0.5390413615847605
miR-191-5p	SRC	0.519657944018669
miR-191-5p	miR-24-3p	0.6808724117581857
miR-191-5p	RNY4-5p	0.7317809188439073
miR-24-3p	SPON1	0.16514313112516543
miR-24-3p	miR-21-5p	0.6805125541309227
miR-24-3p	IKBKG	0.49194426298499483
miR-24-3p	miR-223-3p	1.1201618556075372
miR-24-3p	SELPLG	0.13148845142621823
miR-24-3p	miR-126-3p	0.9482702440214785
miR-24-3p	miR-191-5p	0.6808724117581848
miR-24-3p	MUC16	0.21350205738025796
miR-24-3p	TEK	0.2465564037681487
miR-27b-3p	CD274	0.09135900954629594
miR-27b-3p	IL1RN	0.1317319042529883
miR-27b-3p	IL27	0.10713615638783569
miR-27b-3p	miR-126-3p	0.33978506862775504
miR-27b-3p	CCL7	0.0888445273946159
miR-27b-3p	CTSL	0.12175115561932603
miR-27b-3p	MUC16	0.16349485526267582
miR-27b-3p	TNFRSF10B	0.1038257344035225
miR-27b-3p	SIRT2	0.22440815352332955
miR-27b-3p	GH1	0.12577646118802566
miR-27b-3p	miR-192-5p	0.18027606132755736
miR-27b-3p	AGRP	0.10552433651259108
miR-486-5p	GDNF	0.12550277076570193
miR-486-5p	miR-92a-3p	0.48166425085900944
miR-486-5p	FAS	0.09764118198934746
miR-486-5p	AGRP	0.10083889009513136
miR-486-5p	REN	0.11208302875610876
miR-486-5p	miR-16-5p	0.6118274272449158
miR-93-5p	IL6R	0.16284269480319047
miR-93-5p	miR-223-3p	0.9863022823836589
miR-93-5p	PECAM1	0.19784143269379495
miR-93-5p	miR-92a-3p	0.6730955494069475
miR-93-5p	STAMBP	0.42127431823589667
miR-93-5p	CD274	0.11300643377130459
miR-93-5p	miR-320a	0.603671822332859
miR-93-5p	miR-19b-3p	0.7686203071220259
miR-222-3p	miR-130a-3p	0.6905876474848514
miR-222-3p	miR-140-5p	0.769718922151454
miR-222-3p	CHI3L1	0.17411736428466362
miR-222-3p	miR-99b-5p	0.446414640959647
miR-222-3p	miR-150-5p	0.29138411247783313
miR-222-3p	miR-20b-5p	0.6704842259419914
miR-222-3p	RETN	0.11100334715204507
miR-222-3p	TNFSF12	0.11094718446029628
miR-29a-3p	miR-574-3p	0.46904637080865186
miR-29a-3p	PLAU	0.16687657283813095
miR-29a-3p	CCL19	0.1315234480204106
miR-29a-3p	FGF23	0.13675025526370366
miR-29a-3p	NGF	0.1388804818135032
miR-29a-3p	miR-140-5p	0.5806515176326386
miR-29a-3p	CD5	0.2455807564825676
miR-19b-3p	CSF1	0.1833972322709112
miR-19b-3p	MB	0.1794579141020849
miR-19b-3p	miR-130a-3p	0.6641616574255655
miR-19b-3p	SIRT2	0.3288383886528692
miR-19b-3p	miR-20b-5p	0.9367787405387995
miR-19b-3p	miR-93-5p	0.7686203071220259
miR-19b-3p	miR-26a-5p	0.8114006498608024
miR-19b-3p	IL6	0.14199242782753263
miR-197-3p	miR-885-5p	0.19470098153417048
miR-197-3p	CCL19	0.15465697270021295
miR-197-3p	OSM	0.12111613228184925
miR-197-3p	TNFRSF1A	0.10592747508992417
miR-197-3p	miR-223-3p	0.5981438299867179
miR-197-3p	CD244	0.11597397319785863
miR-26a-5p	CXCL16	0.11430264294977732
miR-26a-5p	miR-30b-5p	0.938240560300196
miR-26a-5p	PAPPA	0.13115311503777516
miR-26a-5p	KLK6	0.16939941128214642
miR-26a-5p	miR-24-3p	0.670597306648828
miR-26a-5p	miR-19b-3p	0.8077859672801111
miR-26a-5p	SLAMF1	0.1445923526134978
miR-26a-5p	TNFRSF9	0.11435311762113098
miR-26a-5p	miR-221-3p	0.8349548609368167
miR-324-5p	CCL13	0.27313936768291125
miR-324-5p	CCL2	0.17449894255959553
miR-324-5p	RNY4-5p	0.28210526426326066
miR-324-5p	miR-130a-3p	0.26658984346657455
miR-324-5p	LEP	0.16024726347074836
miR-324-5p	PTX3	0.09539416115311816
miR-130a-3p	CD40	0.1577628202177932
miR-130a-3p	miR-324-5p	0.26658984346657455
miR-130a-3p	DKK1	0.18468579381004968
miR-130a-3p	miR-192-5p	0.22907508741718985
miR-130a-3p	miR-222-3p	0.701347454648821
miR-130a-3p	miR-19b-3p	0.6872258524101271
miR-130a-3p	CCL20	0.19358242394291114
miR-130a-3p	SELE	0.11018342979595896
miR-221-3p	CXCL8	0.13260807132660002
miR-221-3p	HSPB1	0.3717578685181113
miR-221-3p	IL15RA	0.1901182650582678
miR-221-3p	AXIN1	0.4452914931719194
miR-221-3p	miR-140-5p	0.7535016238525802
miR-221-3p	SRC	0.41475743292265754
miR-221-3p	PDGFB	0.4587166403159397
miR-221-3p	CCL8	0.14540943530866812
miR-221-3p	CCL4	0.10052933136165976
miR-221-3p	CCL23	0.12787360702095008
miR-221-3p	TNFSF14	0.13929580891889337
miR-221-3p	EGF	0.5139489352647102
miR-221-3p	miR-26a-5p	0.8349548609368167
miR-221-3p	CXCL10	0.19184301951401483
let-7b-5p	MMP3	0.09415332201379112
let-7b-5p	CCL28	0.1408051811319737
let-7b-5p	miR-16-5p	0.7352138190207675
let-7d-5p	miR-126-3p	0.627241340054292
let-7d-5p	FGF5	0.15042696211396311
let-7d-5p	IL10RA	0.15423626031187787
let-7d-5p	IL7	0.1767392345782639
miR-140-5p	miR-145-5p	0.5732815166257597
miR-140-5p	miR-143-3p	0.27073985513405496
miR-140-5p	FLT3LG	0.16832403178143718
miR-140-5p	RNASE3	0.13333490570745532
miR-140-5p	miR-223-3p	0.7199792229151649
miR-140-5p	TNFRSF11B	0.09015002063862187
miR-140-5p	miR-222-3p	0.7697189221514549
miR-140-5p	miR-29a-3p	0.5806515176326386
miR-140-5p	EIF4EBP1	0.12970207661321265
miR-140-5p	miR-221-3p	0.7535016238525802
miR-140-5p	KITLG	0.11437951783568323
miR-192-5p	FLT3LG	0.11922561986737001
miR-192-5p	miR-130a-3p	0.22907508741719074
miR-192-5p	F3	0.18311838780168976
miR-192-5p	miR-27b-3p	0.18027606132755647
miR-192-5p	NTF3	0.09035429601261136
miR-192-5p	CD244	0.12615034285026727
miR-30b-5p	ADM	0.1239436459850296
miR-30b-5p	PRL	0.13894095575158172
miR-30b-5p	CX3CL1	0.1414661688336709
miR-30b-5p	miR-574-3p	0.5474851764814543
miR-30b-5p	F2R	0.12499211439130686
miR-30b-5p	miR-26a-5p	0.9955403622692218
miR-30b-5p	CD6	0.24534632005137347
miR-30b-5p	miR-375	0.17378029618425028
miR-30b-5p	FAS	0.1376478134527117
miR-223-3p	miR-574-3p	0.513568188328394
miR-223-3p	THBD	0.1496674813403711
miR-223-3p	DNER	0.1713904338848682
miR-223-3p	MMP1	0.11802236464058247
miR-223-3p	miR-140-5p	0.7199792229151649
miR-223-3p	SULT1A1	0.30133616910697913
miR-223-3p	miR-24-3p	1.1201618556075372
miR-223-3p	miR-93-5p	0.9720080876533936
miR-223-3p	miR-197-3p	0.5981438299867179
miR-223-3p	KLK11	0.16749377729700932
miR-223-3p	CD40LG	0.4267965720971967
miR-223-3p	FGF19	0.17422223110897495
miR-223-3p	miR-223-5p	0.48402904734928853
miR-223-5p	CST5	0.11289239670533391
miR-223-5p	CXCL5	0.3144048740081269
miR-223-5p	RNY4-3p	0.5228954851792347
miR-223-5p	MMP12	0.1836807273503389
miR-223-5p	miR-223-3p	0.48402904734928853
miR-375	NPPB	0.09769040118142325
miR-375	CXCL11	0.12046552672044886
miR-375	miR-30b-5p	0.17378029618425028
miR-375	SELPLG	0.10503879199370392
miR-375	CSF1	0.10181002439900233
miR-375	GDF15	0.14054398984220207
miR-375	CHI3L1	0.08923962765408078
miR-375	TGFA	0.1033472677514764
miR-92a-3p	RNY5-5p	0.3056127660425423
miR-92a-3p	LGALS3	0.13710336758066255
miR-92a-3p	miR-191-5p	0.5390413615847605
miR-92a-3p	miR-486-5p	0.5067426555626566
miR-92a-3p	miR-93-5p	0.6730955494069475
miR-92a-3p	HGF	0.1097695970562329
miR-92a-3p	RNY4-5p	0.5797545517385618
miR-92a-3p	CXCL10	0.10801166363193015
miR-99b-5p	CASP8	0.17180996165398543
miR-99b-5p	CTSD	0.09494715502377815
miR-99b-5p	MMP10	0.16431846394981786
miR-99b-5p	HBEGF	0.13549233399420135
miR-99b-5p	miR-222-3p	0.4550502951319766
miR-99b-5p	OSM	0.12712083797339435
miR-99b-5p	CD244	0.10788433385461627
miR-150-5p	IL10	0.1246602801001222
miR-150-5p	let-7b-5p	0.29241726024697723
miR-150-5p	GH1	0.11332578183631892
miR-150-5p	IL6	0.11701976649171808
miR-150-5p	CD6	0.15781731643620756
miR-150-5p	miR-222-3p	0.29138411247783313
miR-16-5p	miR-20b-5p	0.6950580061129985
miR-16-5p	IL27	0.16550336895181683
miR-16-5p	ESM1	0.16527070390429177
miR-16-5p	miR-486-5p	0.6118274272449149
miR-16-5p	CCL4	0.13424211325636204
miR-16-5p	let-7b-5p	0.7208307833713725
miR-16-5p	XPNPEP2	0.16944241269270588
