Regulator	Target	MI
miR-885-5p	miR-122-5p	0.5751227513233985
miR-885-5p	CX3CL1	0.09085011763466788
miR-885-5p	CCL4	0.09705714746457517
miR-885-5p	miR-197-3p	0.19470098153417048
miR-885-5p	CTSD	0.1227715965292111
miR-885-5p	IL15RA	0.2611869059930596
miR-885-5p	MMP3	0.10036072866341783
miR-885-5p	IL16	0.11884197610685199
miR-885-5p	GH1	0.14527722309478897
miR-885-5p	CXCL11	0.1635443318068921
miR-885-5p	FABP4	0.1555966156520565
miR-885-5p	GDNF	0.1274867016501542
miR-20b-5p	CXCL6	0.19125297958222376
miR-20b-5p	miR-126-5p	0.4153836535040094
miR-20b-5p	LIFR	0.15275367652003435
miR-20b-5p	PGF	0.20895829075037486
miR-20b-5p	MMP12	0.17614420176965595
miR-20b-5p	miR-222-3p	0.6760006027845789
miR-20b-5p	miR-19b-3p	0.9367787405387986
miR-20b-5p	miR-16-5p	0.6950580061129976
miR-28-5p	CXCL6	0.14311839481165745
miR-28-5p	TGFA	0.11587629394265786
miR-28-5p	NGF	0.12679991360675924
miR-28-5p	miR-126-5p	0.16776455414873048
miR-28-5p	S100A12	0.17640478511365387
miR-28-5p	AGRP	0.13495953213495593
miR-28-5p	SLAMF1	0.13167246276956224
miR-122-5p	FGF5	0.09258419501127779
miR-122-5p	NT-pro-BNP	0.13700524282336257
miR-122-5p	HGF	0.09003910527449754
miR-122-5p	RNY4-5p	0.14609572693411899
miR-122-5p	miR-885-5p	0.5622361575034818
miR-122-5p	PDGFB	0.10988435340008174
miR-122-5p	miR-99b-5p	0.08981196959842652
miR-122-5p	PLAT	0.13653031507818714
miR-122-5p	IKBKG	0.11924422473587626
miR-126-3p	IL12B	0.1293737930776846
miR-126-3p	miR-320a	0.5941252212755579
miR-126-3p	miR-24-3p	0.9482702440214794
miR-126-3p	miR-27b-3p	0.33978506862775504
miR-126-3p	NTF3	0.17464806724092696
miR-126-3p	let-7d-5p	0.627241340054292
miR-320a	miR-126-5p	0.5224323599490495
miR-320a	miR-93-5p	0.6068375820516136
miR-126-5p	miR-20b-5p	0.4206180475661103
miR-126-5p	miR-28-5p	0.16776455414873048
miR-126-5p	miR-320a	0.5120534949483533
miR-126-5p	CCL8	0.12946533001517224
miR-126-5p	TGFB1	0.13992424784901214
miR-126-5p	FST	0.15598294050125183
miR-126-5p	FABP4	0.11429627864997283
miR-21-5p	MPO	0.1264450654331215
miR-21-5p	CXCL5	0.34680626324563946
miR-21-5p	IL1RL1	0.15125028607497182
miR-21-5p	miR-24-3p	0.6805125541309227
miR-145-5p	IL1RN	0.15488585513550923
miR-145-5p	NPPB	0.16651540736747972
miR-145-5p	HAVCR1	0.12702335222142835
miR-145-5p	MMP7	0.12505945670362895
miR-145-5p	IL18	0.1000152064062867
miR-145-5p	TNFRSF1B	0.24213029891510196
miR-145-5p	miR-140-5p	0.5864318527878085
miR-143-3p	CCL3	0.11917464193279592
miR-143-3p	MMP1	0.1372578766925221
miR-143-3p	HGF	0.10236018226219468
miR-143-3p	AXIN1	0.26521774552794675
miR-143-3p	TNFRSF10B	0.1597844290985435
miR-143-3p	NGF	0.15335080522499656
