Regulator	Target	MI
miR-99b-5p	FGF5	0.21527837622899426
miR-99b-5p	miR-27b-3p	0.24225206276232836
miR-99b-5p	IL7	0.13689746815663018
miR-99b-5p	FGF19	0.20849269147156768
miR-150-5p	CXCL9	0.09546203479685555
miR-150-5p	GDF15	0.13419861877270378
miR-150-5p	IL18	0.0933874406792512
miR-150-5p	KLK6	0.11195318561582646
miR-150-5p	CASP8	0.12728954143071824
miR-150-5p	miR-223-3p	0.3156555640679528
miR-150-5p	AGRP	0.08956485693086513
miR-16-5p	miR-486-5p	0.6804191752473896
miR-16-5p	miR-19b-3p	0.6705277244373375
miR-16-5p	HAVCR1	0.15442596034578937
miR-16-5p	IL6R	0.1397032352634886
miR-16-5p	HGF	0.19172918739848743
miR-16-5p	RNASE3	0.1087822373342835
miR-16-5p	F3	0.11015414292066517
miR-16-5p	miR-192-5p	0.24193606299433945
miR-16-5p	TEK	0.13664289852817824
