Regulator	Target	MI
miR-324-5p	IL6R	0.12478894904648996
miR-324-5p	IL10RB	0.1341317396767714
miR-324-5p	PGF	0.1285738375463117
miR-324-5p	miR-30b-5p	0.4402231512713728
miR-130a-3p	CXCL6	0.19678590356348202
miR-130a-3p	PRL	0.12168773052105042
miR-130a-3p	ESM1	0.1450357423564128
miR-130a-3p	HAVCR1	0.2158798180509791
miR-130a-3p	miR-20b-5p	0.5960827728890212
miR-130a-3p	CCL20	0.12673867546673812
miR-130a-3p	miR-221-3p	0.5955374877880519
miR-221-3p	NT-pro-BNP	0.10670003014039864
miR-221-3p	SPON1	0.10962545341917895
miR-221-3p	CXCL1	0.2768891270979674
miR-221-3p	CASP8	0.24111320391067093
miR-221-3p	MMP7	0.12860130850957763
miR-221-3p	AXIN1	0.5141531186884523
miR-221-3p	miR-130a-3p	0.5879974518906383
miR-221-3p	LIFR	0.13562901087462098
miR-221-3p	miR-99b-5p	0.43348674147727806
miR-221-3p	AGER	0.11363890403100196
miR-221-3p	SULT1A1	0.22891160471304062
miR-221-3p	S100A12	0.12150402390529891
miR-221-3p	EGF	0.4651367303496503
miR-221-3p	miR-26a-5p	0.8198984400507934
let-7b-5p	TNFRSF11B	0.1523177142654495
let-7b-5p	KLK6	0.12992979592197962
let-7b-5p	IL1RL1	0.2322397839735011
let-7b-5p	miR-222-3p	0.6670732321374109
let-7b-5p	IL6R	0.1470216090381511
let-7b-5p	SLAMF1	0.1398183138382585
let-7b-5p	MUC16	0.11985941973005065
let-7b-5p	RNASE3	0.11845577108751382
let-7d-5p	MPO	0.10773355526527695
let-7d-5p	miR-30b-5p	0.4907607961414726
let-7d-5p	SRC	0.5657304701742394
let-7d-5p	PDGFB	0.3946530497601506
let-7d-5p	TNFRSF11B	0.14050300984310216
let-7d-5p	miR-24-3p	0.5246356012385478
let-7d-5p	CCL8	0.12145706575566884
let-7d-5p	CCL19	0.1640339188535096
let-7d-5p	CD40LG	0.41488837376343213
let-7d-5p	TEK	0.11728433137672223
miR-140-5p	MB	0.10864986014520817
miR-140-5p	TGFA	0.12353821120269703
miR-140-5p	miR-222-3p	0.6754845867176451
miR-140-5p	miR-19b-3p	0.9764252709294645
miR-140-5p	VEGFA	0.1360303778132259
miR-140-5p	miR-375	0.251535735749437
miR-192-5p	CSTB	0.08974381222981265
miR-192-5p	miR-122-5p	0.2336581504568498
miR-192-5p	CTSL	0.12260875180927311
miR-192-5p	PLAU	0.1208845389155897
miR-192-5p	miR-222-3p	0.2784647712245887
miR-192-5p	CCL4	0.173646653504254
miR-192-5p	EIF4EBP1	0.18151560274556644
miR-192-5p	TNFSF10	0.10745899948023485
miR-192-5p	HAVCR1	0.21171861266573
miR-192-5p	OSM	0.1270594563594143
miR-192-5p	TNFRSF10B	0.10048734650593794
miR-192-5p	IL16	0.13581461598505484
miR-192-5p	LIFR	0.09255665973863803
miR-192-5p	RNASE3	0.11391932060590904
miR-192-5p	MMP12	0.1774992440702725
miR-192-5p	CHI3L1	0.14510609169921374
miR-192-5p	REN	0.11800686992208664
miR-30b-5p	CXCL5	0.3258451919155094
miR-30b-5p	miR-145-5p	0.6383127191081197
miR-30b-5p	miR-324-5p	0.4402231512713728
miR-30b-5p	DKK1	0.11659288046507399
miR-30b-5p	miR-20b-5p	0.7438453386318491
miR-30b-5p	GDF15	0.10306719658632435
miR-30b-5p	miR-26a-5p	0.9513409600344591
miR-223-3p	miR-126-3p	0.9522240974115785
miR-223-3p	miR-93-5p	0.874097166909956
miR-223-3p	miR-222-3p	0.5889645122485998
miR-223-3p	CCL3	0.0957793355907075
miR-223-3p	VEGFD	0.1771632255669564
miR-223-3p	miR-223-5p	0.40236468146268756
miR-223-5p	miR-29a-3p	0.34829038158767034
miR-223-5p	RNY4-5p	0.41094594837221265
miR-223-5p	NGF	0.17523318479703054
miR-223-5p	miR-223-3p	0.40236468146268844
miR-375	NT-pro-BNP	0.12858842237528822
miR-375	SPON1	0.16722071910122516
miR-375	miR-140-5p	0.251535735749437
miR-375	FABP4	0.13760664931012467
miR-375	TGFB1	0.11308245843510001
miR-375	CCL7	0.09400733696658481
miR-375	GDNF	0.0903785833674613
miR-92a-3p	TNFRSF1A	0.21947022249084025
miR-92a-3p	RNY5-5p	0.19986228507997783
miR-92a-3p	miR-24-3p	0.5468805930946425
miR-92a-3p	CCL4	0.11167764643675238
miR-92a-3p	NTF3	0.14684670928357502
miR-92a-3p	IL10RB	0.13055626291606437
miR-92a-3p	RNY4-5p	0.7813758308236336
miR-92a-3p	IL7	0.217276854289139
miR-92a-3p	IL17C	0.2940858097763597
miR-92a-3p	IL18R1	0.13481298382142892
miR-99b-5p	miR-28-5p	0.15374537284350165
miR-99b-5p	CTSD	0.09892994041262337
miR-99b-5p	SLAMF1	0.1623049819779645
miR-99b-5p	HGF	0.0913523701080905
miR-99b-5p	miR-221-3p	0.4142615775308185
miR-150-5p	NT-pro-BNP	0.09889878122779283
miR-150-5p	ADM	0.1034143338328839
miR-150-5p	miR-122-5p	0.19396876871345636
miR-150-5p	CXCL16	0.14236188240974013
miR-150-5p	miR-486-5p	0.21080748367412117
miR-150-5p	miR-29a-3p	0.30467332574535444
miR-150-5p	CD244	0.10686806189142484
miR-16-5p	CSTB	0.10011958409950239
miR-16-5p	miR-486-5p	0.5408071129381193
miR-16-5p	EIF4EBP1	0.1982270058909732
miR-16-5p	miR-19b-3p	0.7679378981760685
miR-16-5p	IL10RA	0.09433692208032785
miR-16-5p	CDCP1	0.10327116429285077
miR-16-5p	FAS	0.09594241031685691
miR-16-5p	CD244	0.1660634154845777
