Regulator	Target	MI
miR-885-5p	CSTB	0.18100607311116956
miR-885-5p	SPON1	0.10853617575477159
miR-885-5p	ADM	0.13672103454376927
miR-885-5p	miR-122-5p	0.5145521206407571
miR-885-5p	miR-21-5p	0.27539146871502407
miR-885-5p	SLAMF1	0.10018105112063935
miR-885-5p	F2R	0.14207811151882943
miR-20b-5p	IL1RN	0.1386788822801801
miR-20b-5p	miR-130a-3p	0.6168405963394576
miR-20b-5p	let-7b-5p	0.634906188580203
miR-20b-5p	miR-30b-5p	0.7777954447443305
miR-20b-5p	SELPLG	0.10543158634456962
miR-20b-5p	miR-19b-3p	1.013980891237229
miR-28-5p	CCL13	0.103510879865925
miR-28-5p	RNY4-5p	0.241798261947352
miR-28-5p	TNFSF12	0.10703417151908479
miR-28-5p	TGFA	0.1396454386917494
miR-28-5p	VEGFD	0.10017768578958375
miR-28-5p	miR-99b-5p	0.2742269103160204
miR-28-5p	miR-197-3p	0.22012498369723055
miR-122-5p	miR-885-5p	0.5145521206407571
miR-122-5p	RNY5-5p	0.3343894038434554
miR-122-5p	OSM	0.14305073828028902
miR-122-5p	miR-192-5p	0.3685601173166724
miR-122-5p	miR-375	0.22247805013997368
miR-122-5p	PTX3	0.19611068444154522
miR-126-3p	miR-30b-5p	0.5024785056296253
miR-126-3p	CD274	0.1142849845533469
miR-126-3p	miR-24-3p	0.7930160583048096
miR-126-3p	VEGFA	0.14327617509515367
miR-320a	miR-21-5p	0.6431925804969003
miR-320a	miR-93-5p	0.9109750232468592
miR-320a	miR-29a-3p	0.48646982151299056
miR-320a	miR-324-5p	0.2587011858938686
miR-320a	GAL	0.09674766684429326
miR-126-5p	CST5	0.13317347755619924
miR-126-5p	miR-93-5p	0.4615743332558493
miR-126-5p	CTSD	0.1134302314389597
miR-126-5p	IL7	0.095836819074548
miR-21-5p	CXCL5	0.3521404872048075
miR-21-5p	MMP7	0.11864720914099358
miR-21-5p	miR-885-5p	0.3421070935444952
miR-21-5p	RNY5-5p	0.2771091530100538
miR-21-5p	miR-320a	0.6317580236578655
miR-21-5p	miR-24-3p	0.63286972363204
miR-21-5p	CXCL11	0.08912311387575667
miR-145-5p	NT-pro-BNP	0.26252746481562905
miR-145-5p	miR-143-3p	0.2863220241036766
miR-145-5p	CCL4	0.09085173383033762
miR-145-5p	miR-19b-3p	0.5499283798863264
miR-145-5p	TEK	0.14454068957157418
miR-143-3p	miR-145-5p	0.28682807747514794
miR-143-3p	miR-486-5p	0.23367951574512258
miR-143-3p	CCL3	0.1298447110577401
miR-143-3p	IL12B	0.13730684395083426
miR-143-3p	HGF	0.14458816640640215
miR-143-3p	KITLG	0.08987073526042
miR-143-3p	miR-192-5p	0.29259536319664203
miR-143-3p	IL18R1	0.10709757036372469
miR-574-3p	NPPB	0.13494316979217214
miR-574-3p	MB	0.10604921192766792
miR-574-3p	miR-30b-5p	0.654703848052586
miR-574-3p	miR-150-5p	0.2971094182059053
miR-574-3p	CCL13	0.10167730558104804
miR-191-5p	CXCL1	0.39544827697318485
miR-191-5p	RNY4-3p	0.8438413781396497
miR-191-5p	SIRT2	0.3725060337983601
miR-191-5p	MMP12	0.09617794741431229
miR-191-5p	miR-223-3p	0.7213407061322483
miR-191-5p	RNY4-5p	0.9232687135864817
miR-191-5p	CXCL10	0.11327933732040574
miR-24-3p	miR-21-5p	0.6328697236320382
miR-24-3p	IKBKG	0.5366291052686067
miR-24-3p	AXIN1	0.45768881113061877
miR-24-3p	miR-223-3p	1.200264154272392
miR-24-3p	PDGFB	0.5071995699741692
miR-24-3p	miR-126-3p	0.7930160583048096
miR-24-3p	miR-93-5p	0.832959969033876
miR-24-3p	miR-29a-3p	0.4346591914312494
miR-24-3p	NTF3	0.1285223834953131
miR-24-3p	miR-19b-3p	0.6833081195284123
miR-24-3p	let-7d-5p	0.6218972998944361
miR-24-3p	CD40LG	0.3555811027969966
miR-24-3p	FABP4	0.18020928679954817
miR-24-3p	CD244	0.1505378614127233
miR-27b-3p	CXCL6	0.09182768128149199
miR-27b-3p	AGER	0.15105010921320527
miR-27b-3p	FGF23	0.14934308084045966
miR-27b-3p	MUC16	0.10471022266690877
miR-27b-3p	miR-223-3p	0.3061192425495989
miR-486-5p	miR-143-3p	0.23367951574512258
miR-486-5p	miR-93-5p	0.6123301940112427
miR-486-5p	miR-16-5p	0.5210500920829215
miR-93-5p	miR-126-5p	0.4615743332558502
miR-93-5p	miR-486-5p	0.6309163102154711
miR-93-5p	miR-92a-3p	0.7189792032917692
miR-93-5p	CHI3L1	0.13185532647332554
miR-93-5p	STAMBP	0.4211416361224325
miR-93-5p	miR-320a	0.8836393098501425
miR-93-5p	miR-24-3p	0.832959969033876
miR-93-5p	miR-223-5p	0.5611136428665837
miR-93-5p	FAS	0.09642052249213773
miR-93-5p	ADA	0.10974600314302396
miR-222-3p	miR-130a-3p	0.6507063094496583
miR-222-3p	let-7b-5p	0.6521259248721174
miR-222-3p	PGF	0.10543962881586566
miR-222-3p	miR-223-3p	0.6552068707505363
miR-222-3p	miR-19b-3p	0.6545026720062994
miR-29a-3p	CASP8	0.2336895460501811
miR-29a-3p	RNY4-3p	0.4349413155919821
miR-29a-3p	miR-140-5p	0.46396061933062693
miR-29a-3p	miR-192-5p	0.24054128851205547
miR-29a-3p	miR-150-5p	0.43884322458351654
miR-29a-3p	miR-320a	0.48646982151299056
miR-29a-3p	TNFSF12	0.15223063055753094
