"SUID","interaction","MI","name","pvalue","selected","shared interaction","shared name"
"7170","interacts with","0.1177218553622383","IL10RA (interacts with) IL5","1.432542973134332E-9","false","interacts with","IL10RA (interacts with) IL5"
"7171","interacts with","0.12994926032304144","IL10RA (interacts with) NRTN","0.0","false","interacts with","IL10RA (interacts with) NRTN"
"7172","interacts with","0.18725010604643985","IL10RA (interacts with) SLAMF1","0.0","false","interacts with","IL10RA (interacts with) SLAMF1"
"7173","interacts with","0.0991792327426284","NRTN (interacts with) ARTN","0.004285196681163228","false","interacts with","NRTN (interacts with) ARTN"
"7174","interacts with","0.1347281284838462","NRTN (interacts with) PDGFB","6.052689173845494E-4","false","interacts with","NRTN (interacts with) PDGFB"
"7175","interacts with","0.14283198895711136","NRTN (interacts with) LIF","0.0","false","interacts with","NRTN (interacts with) LIF"
"7176","interacts with","0.14190281730676807","NRTN (interacts with) IL20RA","6.052689173845494E-4","false","interacts with","NRTN (interacts with) IL20RA"
"7177","interacts with","0.12384222332297884","NRTN (interacts with) IL24","0.0","false","interacts with","NRTN (interacts with) IL24"
"7178","interacts with","0.12064110780955246","NRTN (interacts with) IL13","0.004285196681163228","false","interacts with","NRTN (interacts with) IL13"
"7179","interacts with","0.13414966150283908","NRTN (interacts with) IFNG","8.024779115700653E-5","false","interacts with","NRTN (interacts with) IFNG"
"7180","interacts with","0.13588872902565838","NRTN (interacts with) IL10RA","0.0","false","interacts with","NRTN (interacts with) IL10RA"
"7181","interacts with","0.19347667092024348","CHI3L1 (interacts with) IL1RL1","6.052689173845494E-4","false","interacts with","CHI3L1 (interacts with) IL1RL1"
"7182","interacts with","0.2924852314401","CHI3L1 (interacts with) GDF15","0.0","false","interacts with","CHI3L1 (interacts with) GDF15"
"7183","interacts with","0.17139050044387924","CHI3L1 (interacts with) KITLG","6.052689173845494E-4","false","interacts with","CHI3L1 (interacts with) KITLG"
"7184","interacts with","0.19850650745996135","CHI3L1 (interacts with) FGF21","0.0","false","interacts with","CHI3L1 (interacts with) FGF21"
"7185","interacts with","0.26204476319636266","CHI3L1 (interacts with) CTSD","0.0","false","interacts with","CHI3L1 (interacts with) CTSD"
"7186","interacts with","0.13981431168919983","CHI3L1 (interacts with) SERPINF2","0.004285196681163228","false","interacts with","CHI3L1 (interacts with) SERPINF2"
"7187","interacts with","0.24012613759230483","CHI3L1 (interacts with) FST","1.3248157415546302E-7","false","interacts with","CHI3L1 (interacts with) FST"
"7188","interacts with","0.26991827155020554","CHI3L1 (interacts with) TIMELESS","0.0283586604778856","false","interacts with","CHI3L1 (interacts with) TIMELESS"
"7189","interacts with","0.25448965310946187","CHI3L1 (interacts with) IL6","0.0283586604778856","false","interacts with","CHI3L1 (interacts with) IL6"
"7190","interacts with","0.18982633768374205","CHI3L1 (interacts with) MMP3","0.0283586604778856","false","interacts with","CHI3L1 (interacts with) MMP3"
"7191","interacts with","0.11707853675187574","LIF (interacts with) IL2RB","1.0023796854330413E-5","false","interacts with","LIF (interacts with) IL2RB"
"7192","interacts with","0.13874404932882092","LIF (interacts with) IL17A","0.0283586604778856","false","interacts with","LIF (interacts with) IL17A"
"7193","interacts with","0.16636357943656985","LIF (interacts with) IL10RA","0.0","false","interacts with","LIF (interacts with) IL10RA"
"7194","interacts with","0.13096787271202476","LIF (interacts with) IL24","0.0","false","interacts with","LIF (interacts with) IL24"
"7195","interacts with","0.16282415399282082","LIF (interacts with) IL20","0.0","false","interacts with","LIF (interacts with) IL20"
"7196","interacts with","0.1388042381391591","LIF (interacts with) NRTN","0.0","false","interacts with","LIF (interacts with) NRTN"
"7197","interacts with","0.5875377089884051","TGFB1 (interacts with) CD244","0.0","false","interacts with","TGFB1 (interacts with) CD244"
"7198","interacts with","0.26793964694208805","TGFB1 (interacts with) CCL13","0.0283586604778856","false","interacts with","TGFB1 (interacts with) CCL13"
"7199","interacts with","0.7454494632957996","TGFB1 (interacts with) AXIN1","0.0","false","interacts with","TGFB1 (interacts with) AXIN1"
"7200","interacts with","0.2548059571622666","TGFB1 (interacts with) PLAUR","8.024779115700653E-5","false","interacts with","TGFB1 (interacts with) PLAUR"
"7201","interacts with","0.4909374290564878","TGFB1 (interacts with) CXCL5","6.052689173845494E-4","false","interacts with","TGFB1 (interacts with) CXCL5"
"7202","interacts with","0.7585504059685664","TGFB1 (interacts with) STAMBP","0.0","false","interacts with","TGFB1 (interacts with) STAMBP"
"7203","interacts with","0.4372020641237604","TGFB1 (interacts with) IL7","0.0","false","interacts with","TGFB1 (interacts with) IL7"
"7204","interacts with","0.4359290171486852","C8A (interacts with) CFB","6.052689173845494E-4","false","interacts with","C8A (interacts with) CFB"
"7205","interacts with","0.4469031342520725","C8A (interacts with) CFH","1.1835311908292567E-6","false","interacts with","C8A (interacts with) CFH"
"7206","interacts with","0.4365283117798383","C8A (interacts with) CFI","8.024779115700653E-5","false","interacts with","C8A (interacts with) CFI"
"7207","interacts with","0.4282897401225289","C8A (interacts with) FGA","8.024779115700653E-5","false","interacts with","C8A (interacts with) FGA"
"7208","interacts with","0.41434753048862905","C8A (interacts with) PLG","0.004285196681163228","false","interacts with","C8A (interacts with) PLG"
"7209","interacts with","0.4386644337534841","C8A (interacts with) C5","0.0","false","interacts with","C8A (interacts with) C5"
"7210","interacts with","0.44450189997729367","C8A (interacts with) C6","0.0","false","interacts with","C8A (interacts with) C6"
"7211","interacts with","0.3955394604191483","C8A (interacts with) SAA4","1.0023796854330413E-5","false","interacts with","C8A (interacts with) SAA4"
"7212","interacts with","0.4493196833384803","C8A (interacts with) SERPINA3","0.0","false","interacts with","C8A (interacts with) SERPINA3"
"7213","interacts with","0.39798982436158636","C8A (interacts with) KLKB1","0.004285196681163228","false","interacts with","C8A (interacts with) KLKB1"
"7214","interacts with","0.4216949883494922","APOC3 (interacts with) KNG1","0.0","false","interacts with","APOC3 (interacts with) KNG1"
"7215","interacts with","0.3829049567027933","APOC3 (interacts with) RBP4","0.0","false","interacts with","APOC3 (interacts with) RBP4"
"7216","interacts with","0.3889389318304197","APOC3 (interacts with) TTR","0.004285196681163228","false","interacts with","APOC3 (interacts with) TTR"
"7217","interacts with","0.36095613872726867","APOC3 (interacts with) TF","0.0","false","interacts with","APOC3 (interacts with) TF"
"7218","interacts with","0.42920076573181715","APOC3 (interacts with) APOB","1.432542973134332E-9","false","interacts with","APOC3 (interacts with) APOB"
"7219","interacts with","0.4776363051039472","APOC3 (interacts with) APOE","1.0023796854330413E-5","false","interacts with","APOC3 (interacts with) APOE"
"7220","interacts with","0.41890369955813406","APOC3 (interacts with) APOA2","0.004285196681163228","false","interacts with","APOC3 (interacts with) APOA2"
"7221","interacts with","0.718108600647648","APOC3 (interacts with) APOC2","0.0","false","interacts with","APOC3 (interacts with) APOC2"
"7222","interacts with","0.5825968787071495","APOC3 (interacts with) APOC1","0.0","false","interacts with","APOC3 (interacts with) APOC1"
"7223","interacts with","0.3066150592838581","APOC3 (interacts with) SHBG","0.0283586604778856","false","interacts with","APOC3 (interacts with) SHBG"
"7224","interacts with","0.3929671790910198","APOC3 (interacts with) KLKB1","8.024779115700653E-5","false","interacts with","APOC3 (interacts with) KLKB1"
"7225","interacts with","0.3616855249803954","APOC3 (interacts with) FCN3","1.3248157415546302E-7","false","interacts with","APOC3 (interacts with) FCN3"
"7226","interacts with","0.34443057452653864","APOC3 (interacts with) SELENOP","0.004285196681163228","false","interacts with","APOC3 (interacts with) SELENOP"
"7227","interacts with","0.40295144638856584","APOC3 (interacts with) C4BPA","1.0023796854330413E-5","false","interacts with","APOC3 (interacts with) C4BPA"
"7228","interacts with","0.41709501402437377","APOC3 (interacts with) PLG","0.0","false","interacts with","APOC3 (interacts with) PLG"
"7229","interacts with","0.16917840579709895","IL17A (interacts with) IL10RA","1.432542973134332E-9","false","interacts with","IL17A (interacts with) IL10RA"
"7230","interacts with","0.1545417495804254","IL17A (interacts with) IFNG","0.0283586604778856","false","interacts with","IL17A (interacts with) IFNG"
"7231","interacts with","0.23492574744422123","IL17A (interacts with) CCL28","0.0","false","interacts with","IL17A (interacts with) CCL28"
"7232","interacts with","0.15051515631129236","IL17A (interacts with) IL20RA","1.3248157415546302E-7","false","interacts with","IL17A (interacts with) IL20RA"
"7233","interacts with","0.23113903606194344","IL17A (interacts with) TGFA","0.0","false","interacts with","IL17A (interacts with) TGFA"
"7234","interacts with","0.14271441700906135","IL17A (interacts with) IL24","1.0023796854330413E-5","false","interacts with","IL17A (interacts with) IL24"
"7235","interacts with","0.17033114521308307","IL17A (interacts with) IL20","0.0","false","interacts with","IL17A (interacts with) IL20"
"7236","interacts with","0.21680167766539465","IL17A (interacts with) IL17C","0.0","false","interacts with","IL17A (interacts with) IL17C"
"7237","interacts with","0.16852362806669152","IL17A (interacts with) PDGFB","0.0","false","interacts with","IL17A (interacts with) PDGFB"
"7238","interacts with","0.13385378462407616","IL17A (interacts with) NRTN","6.052689173845494E-4","false","interacts with","IL17A (interacts with) NRTN"
"7239","interacts with","0.26406088086685836","FASN (interacts with) KLK6","0.004285196681163228","false","interacts with","FASN (interacts with) KLK6"
"7240","interacts with","0.37954216715387823","FASN (interacts with) PGF","0.0","false","interacts with","FASN (interacts with) PGF"
"7241","interacts with","0.25837639174822535","FASN (interacts with) CXCL16","1.432542973134332E-9","false","interacts with","FASN (interacts with) CXCL16"
"7242","interacts with","0.4140746343728995","FASN (interacts with) TNFRSF1B","0.0","false","interacts with","FASN (interacts with) TNFRSF1B"
"7243","interacts with","0.266426221818703","FASN (interacts with) CCL2","6.052689173845494E-4","false","interacts with","FASN (interacts with) CCL2"
"7244","interacts with","0.27113893982089937","CXCL16 (interacts with) IL6R","0.0","false","interacts with","CXCL16 (interacts with) IL6R"
"7245","interacts with","0.2721632062246239","CXCL16 (interacts with) PGF","0.0","false","interacts with","CXCL16 (interacts with) PGF"
"7246","interacts with","0.10446033187005768","CXCL16 (interacts with) XPNPEP2","0.004285196681163228","false","interacts with","CXCL16 (interacts with) XPNPEP2"
"7247","interacts with","0.2640327471420046","CXCL16 (interacts with) SPON1","0.0","false","interacts with","CXCL16 (interacts with) SPON1"
"7248","interacts with","0.2542741573235996","CXCL16 (interacts with) VEGFA","1.0023796854330413E-5","false","interacts with","CXCL16 (interacts with) VEGFA"
"7249","interacts with","0.2577078039791224","CXCL16 (interacts with) FASN","1.432542973134332E-9","false","interacts with","CXCL16 (interacts with) FASN"
"7250","interacts with","0.26534055047964283","EIF4EBP1 (interacts with) CXCL11","0.0","false","interacts with","EIF4EBP1 (interacts with) CXCL11"
"7251","interacts with","0.2738999510078779","EIF4EBP1 (interacts with) ADA","0.0","false","interacts with","EIF4EBP1 (interacts with) ADA"
"7252","interacts with","0.1799514407182633","EIF4EBP1 (interacts with) FGF19","1.3248157415546302E-7","false","interacts with","EIF4EBP1 (interacts with) FGF19"
"7253","interacts with","0.24905369781703837","EIF4EBP1 (interacts with) CCL13","0.0","false","interacts with","EIF4EBP1 (interacts with) CCL13"
"7254","interacts with","0.5896062754751791","EIF4EBP1 (interacts with) STAMBP","0.0","false","interacts with","EIF4EBP1 (interacts with) STAMBP"
"7255","interacts with","0.22134710724819082","EIF4EBP1 (interacts with) HBA1","0.0","false","interacts with","EIF4EBP1 (interacts with) HBA1"
"7256","interacts with","0.23115080733155674","EIF4EBP1 (interacts with) OSM","1.3609158244776154E-10","false","interacts with","EIF4EBP1 (interacts with) OSM"
"7257","interacts with","0.255891269211757","CCL13 (interacts with) TGFA","1.0023796854330413E-5","false","interacts with","CCL13 (interacts with) TGFA"
"7258","interacts with","0.2692301788460334","CCL13 (interacts with) TGFB1","0.0283586604778856","false","interacts with","CCL13 (interacts with) TGFB1"
"7259","interacts with","0.25456175429114464","CCL13 (interacts with) IL10RB","1.0023796854330413E-5","false","interacts with","CCL13 (interacts with) IL10RB"
"7260","interacts with","0.22538048836482827","CCL13 (interacts with) DNER","0.0283586604778856","false","interacts with","CCL13 (interacts with) DNER"
"7261","interacts with","0.2565665222154647","CCL13 (interacts with) SLAMF1","0.0283586604778856","false","interacts with","CCL13 (interacts with) SLAMF1"
"7262","interacts with","0.2813760207439572","CCL13 (interacts with) PLAUR","8.024779115700653E-5","false","interacts with","CCL13 (interacts with) PLAUR"
"7263","interacts with","0.2705510478216256","CCL13 (interacts with) CCL11","0.0","false","interacts with","CCL13 (interacts with) CCL11"
"7264","interacts with","0.16852696177286247","CCL13 (interacts with) FGF19","0.004285196681163228","false","interacts with","CCL13 (interacts with) FGF19"
"7265","interacts with","0.15554720843379943","CCL13 (interacts with) GH1","0.004285196681163228","false","interacts with","CCL13 (interacts with) GH1"
"7266","interacts with","0.24574314839488837","CCL13 (interacts with) IL7","8.024779115700653E-5","false","interacts with","CCL13 (interacts with) IL7"
"7267","interacts with","0.2658368688567052","CCL13 (interacts with) ADA","1.3248157415546302E-7","false","interacts with","CCL13 (interacts with) ADA"
"7268","interacts with","0.24014826898995612","CCL13 (interacts with) CCL8","0.0","false","interacts with","CCL13 (interacts with) CCL8"
"7269","interacts with","0.225436978470067","CCL13 (interacts with) CCL7","1.3609158244776154E-10","false","interacts with","CCL13 (interacts with) CCL7"
"7270","interacts with","0.24933126308221","CCL13 (interacts with) EIF4EBP1","0.0","false","interacts with","CCL13 (interacts with) EIF4EBP1"
"7271","interacts with","0.3022050597211814","MMP12 (interacts with) PRAP1","1.3609158244776154E-10","false","interacts with","MMP12 (interacts with) PRAP1"
"7272","interacts with","0.20491881962653521","MMP12 (interacts with) CD40","0.004285196681163228","false","interacts with","MMP12 (interacts with) CD40"
"7273","interacts with","0.29124189240520887","MMP12 (interacts with) GDF15","0.0","false","interacts with","MMP12 (interacts with) GDF15"
"7274","interacts with","0.1903333406349533","MMP12 (interacts with) MMP10","0.0","false","interacts with","MMP12 (interacts with) MMP10"
"7275","interacts with","0.23338906238529386","MMP12 (interacts with) CXCL9","6.052689173845494E-4","false","interacts with","MMP12 (interacts with) CXCL9"
"7276","interacts with","0.29223116923792203","MMP12 (interacts with) TNFRSF10B","1.3248157415546302E-7","false","interacts with","MMP12 (interacts with) TNFRSF10B"
"7277","interacts with","0.20624168190092124","MMP12 (interacts with) CCL20","1.4096222855641827E-8","false","interacts with","MMP12 (interacts with) CCL20"
"7278","interacts with","0.11031563820561548","IL20 (interacts with) ARTN","0.004285196681163228","false","interacts with","IL20 (interacts with) ARTN"
"7279","interacts with","0.14283196159681819","IL20 (interacts with) TNF","0.0","false","interacts with","IL20 (interacts with) TNF"
"7280","interacts with","0.15524061325989483","IL20 (interacts with) IL20RA","0.0","false","interacts with","IL20 (interacts with) IL20RA"
"7281","interacts with","0.14629317756639784","IL20 (interacts with) NRTN","0.004285196681163228","false","interacts with","IL20 (interacts with) NRTN"
"7282","interacts with","0.08665368180569491","IL20 (interacts with) PTX3","1.3248157415546302E-7","false","interacts with","IL20 (interacts with) PTX3"
"7283","interacts with","0.1506350723607153","IL20 (interacts with) IL2","0.0","false","interacts with","IL20 (interacts with) IL2"
"7284","interacts with","0.11794395842352903","IL20 (interacts with) IL5","0.0","false","interacts with","IL20 (interacts with) IL5"
"7285","interacts with","0.16662472361362807","IL20 (interacts with) IL15RA","8.024779115700653E-5","false","interacts with","IL20 (interacts with) IL15RA"
"7286","interacts with","0.18722494829691733","IL20 (interacts with) IL10RA","0.0","false","interacts with","IL20 (interacts with) IL10RA"
"7287","interacts with","0.16841164812844542","IL20 (interacts with) IL17A","0.0","false","interacts with","IL20 (interacts with) IL17A"
"7288","interacts with","0.16515566613795424","IL20 (interacts with) LIF","0.0","false","interacts with","IL20 (interacts with) LIF"
"7289","interacts with","0.15323964035313128","IL20 (interacts with) IL13","0.0","false","interacts with","IL20 (interacts with) IL13"
"7290","interacts with","0.14485369390912875","IL20 (interacts with) IL24","0.0","false","interacts with","IL20 (interacts with) IL24"
"7291","interacts with","0.18255803327108888","IL20 (interacts with) IFNG","0.0","false","interacts with","IL20 (interacts with) IFNG"
"7292","interacts with","0.1487078107497022","IL20 (interacts with) PDGFB","8.024779115700653E-5","false","interacts with","IL20 (interacts with) PDGFB"
"7293","interacts with","0.12382170844125569","IL20 (interacts with) TSLP","0.0283586604778856","false","interacts with","IL20 (interacts with) TSLP"
"7294","interacts with","0.15698532507247412","ADM (interacts with) ITIH4","0.0283586604778856","false","interacts with","ADM (interacts with) ITIH4"
"7295","interacts with","0.311787652172403","ADM (interacts with) FABP4","0.0","false","interacts with","ADM (interacts with) FABP4"
"7296","interacts with","0.17952228187122657","ADM (interacts with) DNER","1.1835311908292567E-6","false","interacts with","ADM (interacts with) DNER"
"7297","interacts with","0.224345316597636","ADM (interacts with) NT-pro-BNP","1.0023796854330413E-5","false","interacts with","ADM (interacts with) NT-pro-BNP"
"7298","interacts with","0.27857876960910466","ADM (interacts with) FGF23","0.0283586604778856","false","interacts with","ADM (interacts with) FGF23"
"7299","interacts with","0.4796698785528402","ADM (interacts with) TNFRSF1A","0.0","false","interacts with","ADM (interacts with) TNFRSF1A"
"7300","interacts with","0.136538874841189","IL13 (interacts with) IL20RA","1.432542973134332E-9","false","interacts with","IL13 (interacts with) IL20RA"
"7301","interacts with","0.13977050848446418","IL13 (interacts with) PDGFB","1.1835311908292567E-6","false","interacts with","IL13 (interacts with) PDGFB"
"7302","interacts with","0.09765407627214394","IL13 (interacts with) PTX3","6.052689173845494E-4","false","interacts with","IL13 (interacts with) PTX3"
"7303","interacts with","0.11074215130382631","IL13 (interacts with) IL22RA1","1.432542973134332E-11","false","interacts with","IL13 (interacts with) IL22RA1"
"7304","interacts with","0.15605704878904236","IL13 (interacts with) IL20","0.0","false","interacts with","IL13 (interacts with) IL20"
"7305","interacts with","0.10381335575747769","IL13 (interacts with) IL1A","1.0023796854330413E-5","false","interacts with","IL13 (interacts with) IL1A"
"7306","interacts with","0.11453423416860566","IL13 (interacts with) IL2RB","0.004285196681163228","false","interacts with","IL13 (interacts with) IL2RB"
"7307","interacts with","0.14822336947111822","IL13 (interacts with) IL2","0.0","false","interacts with","IL13 (interacts with) IL2"
"7308","interacts with","0.12899977569060447","IL13 (interacts with) TNF","0.0","false","interacts with","IL13 (interacts with) TNF"
"7309","interacts with","0.4553106362392032","PLG (interacts with) C4BPA","8.024779115700653E-5","false","interacts with","PLG (interacts with) C4BPA"
"7310","interacts with","0.4495161188572503","PLG (interacts with) SERPINF2","1.432542973134332E-11","false","interacts with","PLG (interacts with) SERPINF2"
"7311","interacts with","0.4845138950088995","PLG (interacts with) SERPIND1","0.0","false","interacts with","PLG (interacts with) SERPIND1"
"7312","interacts with","0.4569725736745173","PLG (interacts with) THRB","1.1835311908292567E-6","false","interacts with","PLG (interacts with) THRB"
"7313","interacts with","0.4034909940902445","PLG (interacts with) KNG1","0.0283586604778856","false","interacts with","PLG (interacts with) KNG1"
"7314","interacts with","0.46736378104128623","PLG (interacts with) VTN","0.0","false","interacts with","PLG (interacts with) VTN"
"7315","interacts with","0.40513434754210353","PLG (interacts with) APOA2","1.432542973134332E-9","false","interacts with","PLG (interacts with) APOA2"
"7316","interacts with","0.41966183618154623","PLG (interacts with) APOC3","1.432542973134332E-11","false","interacts with","PLG (interacts with) APOC3"
"7317","interacts with","0.4276254805695942","PLG (interacts with) APOL1","0.0","false","interacts with","PLG (interacts with) APOL1"
"7318","interacts with","0.41394406572665166","PLG (interacts with) C8A","0.004285196681163228","false","interacts with","PLG (interacts with) C8A"
"7319","interacts with","0.4643856463668562","PLG (interacts with) CLU","1.432542973134332E-9","false","interacts with","PLG (interacts with) CLU"
"7320","interacts with","0.4417015339410774","PLG (interacts with) CFI","6.052689173845494E-4","false","interacts with","PLG (interacts with) CFI"
"7321","interacts with","0.4730901447005604","PLG (interacts with) ITIH1","1.4096222855641827E-8","false","interacts with","PLG (interacts with) ITIH1"
"7322","interacts with","0.3373785968320046","PLG (interacts with) TF","1.432542973134332E-9","false","interacts with","PLG (interacts with) TF"
"7323","interacts with","0.2941909035729961","IGHA1 (interacts with) APOM","0.0283586604778856","false","interacts with","IGHA1 (interacts with) APOM"
"7324","interacts with","0.2888629163196956","IGHA1 (interacts with) FBLN1","0.0","false","interacts with","IGHA1 (interacts with) FBLN1"
"7325","interacts with","0.19091249572811098","IGHA1 (interacts with) SLAMF1","0.0","false","interacts with","IGHA1 (interacts with) SLAMF1"
"7326","interacts with","0.177458874976621","IGHA1 (interacts with) CXCL11","6.052689173845494E-4","false","interacts with","IGHA1 (interacts with) CXCL11"
"7327","interacts with","0.27946116945064453","IGHA1 (interacts with) STOM","8.024779115700653E-5","false","interacts with","IGHA1 (interacts with) STOM"
"7328","interacts with","0.2852703647307382","IGHA1 (interacts with) JCHAIN","0.0","false","interacts with","IGHA1 (interacts with) JCHAIN"
"7329","interacts with","0.327836718353771","IGHA1 (interacts with) Total-IGHG","1.1835311908292567E-6","false","interacts with","IGHA1 (interacts with) Total-IGHG"
"7330","interacts with","0.30225648681624623","IGHA1 (interacts with) FN1","6.052689173845494E-4","false","interacts with","IGHA1 (interacts with) FN1"
"7331","interacts with","0.4444599809194443","IGHA1 (interacts with) IGHA2","0.0","false","interacts with","IGHA1 (interacts with) IGHA2"
"7332","interacts with","0.2920547540282258","IGHA1 (interacts with) IGHG4","8.024779115700653E-5","false","interacts with","IGHA1 (interacts with) IGHG4"
"7333","interacts with","0.2863613614698868","IGHA1 (interacts with) IGHG2","6.052689173845494E-4","false","interacts with","IGHA1 (interacts with) IGHG2"
"7334","interacts with","0.317764068848323","IGHA1 (interacts with) IGHG1","1.432542973134332E-11","false","interacts with","IGHA1 (interacts with) IGHG1"
"7335","interacts with","0.2879118938230244","IGHA1 (interacts with) ABCF1","0.0","false","interacts with","IGHA1 (interacts with) ABCF1"
"7336","interacts with","0.2980748124437825","IGHA1 (interacts with) HBD","6.052689173845494E-4","false","interacts with","IGHA1 (interacts with) HBD"
"7337","interacts with","0.3997627140165728","SERPINF1 (interacts with) VTN","0.0","false","interacts with","SERPINF1 (interacts with) VTN"
"7338","interacts with","0.3348561804003822","SERPINF1 (interacts with) RBP4","1.3609158244776154E-10","false","interacts with","SERPINF1 (interacts with) RBP4"
"7339","interacts with","0.3143463347057173","SERPINF1 (interacts with) APOA4","8.024779115700653E-5","false","interacts with","SERPINF1 (interacts with) APOA4"
"7340","interacts with","0.2997522421883165","SERPINF1 (interacts with) GPX3","0.0","false","interacts with","SERPINF1 (interacts with) GPX3"
"7341","interacts with","0.2988570488125564","SERPINF1 (interacts with) APOD","6.052689173845494E-4","false","interacts with","SERPINF1 (interacts with) APOD"
"7342","interacts with","0.3674109710747096","SERPINF1 (interacts with) APOH","0.0","false","interacts with","SERPINF1 (interacts with) APOH"
"7343","interacts with","0.3162209740946753","SERPINF1 (interacts with) SHBG","0.0283586604778856","false","interacts with","SERPINF1 (interacts with) SHBG"
"7344","interacts with","0.36322779852510034","SERPINF1 (interacts with) AFM","0.004285196681163228","false","interacts with","SERPINF1 (interacts with) AFM"
"7345","interacts with","0.3645721233566101","SERPINF1 (interacts with) C1R","8.024779115700653E-5","false","interacts with","SERPINF1 (interacts with) C1R"
"7346","interacts with","0.3626605449741151","SERPINF1 (interacts with) CFI","1.1835311908292567E-6","false","interacts with","SERPINF1 (interacts with) CFI"
"7347","interacts with","0.34433316619696175","SERPINF1 (interacts with) AZGP1","0.004285196681163228","false","interacts with","SERPINF1 (interacts with) AZGP1"
"7348","interacts with","0.19132097378233018","SERPINF1 (interacts with) IL10RB","8.024779115700653E-5","false","interacts with","SERPINF1 (interacts with) IL10RB"
"7349","interacts with","0.20646463965606304","SERPINF1 (interacts with) TNFRSF1A","0.0","false","interacts with","SERPINF1 (interacts with) TNFRSF1A"
"7350","interacts with","0.431883893258401","C3 (interacts with) VTN","8.024779115700653E-5","false","interacts with","C3 (interacts with) VTN"
"7351","interacts with","0.5036500085065333","C3 (interacts with) C2","0.0","false","interacts with","C3 (interacts with) C2"
"7352","interacts with","0.45135893017459816","C3 (interacts with) C5","0.0283586604778856","false","interacts with","C3 (interacts with) C5"
"7353","interacts with","0.5115703539314204","C3 (interacts with) ITIH4","0.0","false","interacts with","C3 (interacts with) ITIH4"
"7354","interacts with","0.435750745382197","C3 (interacts with) APOH","8.024779115700653E-5","false","interacts with","C3 (interacts with) APOH"
"7355","interacts with","0.44580246162507375","C3 (interacts with) APOB","0.0","false","interacts with","C3 (interacts with) APOB"
"7356","interacts with","0.47391108810993315","C3 (interacts with) CFI","1.3609158244776154E-10","false","interacts with","C3 (interacts with) CFI"
"7357","interacts with","0.4853260743094135","C3 (interacts with) CFH","0.0","false","interacts with","C3 (interacts with) CFH"
"7358","interacts with","0.4181752269377218","C3 (interacts with) ORM2","0.0","false","interacts with","C3 (interacts with) ORM2"
"7359","interacts with","0.4131893817059401","C3 (interacts with) AFM","1.1835311908292567E-6","false","interacts with","C3 (interacts with) AFM"
"7360","interacts with","0.3634661482932241","C3 (interacts with) HRG","1.432542973134332E-11","false","interacts with","C3 (interacts with) HRG"
"7361","interacts with","0.4775056157927792","C3 (interacts with) C4BPA","0.004285196681163228","false","interacts with","C3 (interacts with) C4BPA"
"7362","interacts with","0.33844582421967156","TF (interacts with) ALB","0.0","false","interacts with","TF (interacts with) ALB"
"7363","interacts with","0.3308943524828958","TF (interacts with) AFM","1.1835311908292567E-6","false","interacts with","TF (interacts with) AFM"
"7364","interacts with","0.3612527757990106","TF (interacts with) APOC3","0.0","false","interacts with","TF (interacts with) APOC3"
"7365","interacts with","0.362191910325305","TF (interacts with) KLKB1","1.432542973134332E-11","false","interacts with","TF (interacts with) KLKB1"
"7366","interacts with","0.3335231485546574","TF (interacts with) AHSG","0.0","false","interacts with","TF (interacts with) AHSG"
"7367","interacts with","0.357437234358429","TF (interacts with) PLG","1.3248157415546302E-7","false","interacts with","TF (interacts with) PLG"
"7368","interacts with","0.37422550051482584","TF (interacts with) SERPINC1","1.3248157415546302E-7","false","interacts with","TF (interacts with) SERPINC1"
"7369","interacts with","0.33601689205566265","TF (interacts with) PGLYRP2","6.052689173845494E-4","false","interacts with","TF (interacts with) PGLYRP2"
"7370","interacts with","0.6356881702159486","PSPHP1 (interacts with) LRG1","0.0","false","interacts with","PSPHP1 (interacts with) LRG1"
"7371","interacts with","0.498605483710778","PSPHP1 (interacts with) C6","1.4096222855641827E-8","false","interacts with","PSPHP1 (interacts with) C6"
"7372","interacts with","0.4945727472945715","PSPHP1 (interacts with) C2","0.0","false","interacts with","PSPHP1 (interacts with) C2"
"7373","interacts with","0.5016769695077842","PSPHP1 (interacts with) CP","0.0","false","interacts with","PSPHP1 (interacts with) CP"
"7374","interacts with","0.4806850074572265","PSPHP1 (interacts with) ERVMER34-1","0.0283586604778856","false","interacts with","PSPHP1 (interacts with) ERVMER34-1"
"7375","interacts with","0.5156453880408485","PSPHP1 (interacts with) ITIH4","0.0","false","interacts with","PSPHP1 (interacts with) ITIH4"
"7376","interacts with","0.4310957901902985","PSPHP1 (interacts with) SERPINA7","0.0","false","interacts with","PSPHP1 (interacts with) SERPINA7"
"7377","interacts with","0.42700008088882735","PSPHP1 (interacts with) SERPINA1","0.0","false","interacts with","PSPHP1 (interacts with) SERPINA1"
"7378","interacts with","0.5984996395804512","PSPHP1 (interacts with) SERPINA3","0.0","false","interacts with","PSPHP1 (interacts with) SERPINA3"
"7379","interacts with","0.5223116836724356","PSPHP1 (interacts with) FGG","0.0","false","interacts with","PSPHP1 (interacts with) FGG"
"7380","interacts with","0.5378504545231426","PSPHP1 (interacts with) FGA","0.0","false","interacts with","PSPHP1 (interacts with) FGA"
"7381","interacts with","0.226898004822853","PSPHP1 (interacts with) IL6","0.0","false","interacts with","PSPHP1 (interacts with) IL6"
"7382","interacts with","0.4907444597069599","PSPHP1 (interacts with) CFB","0.0","false","interacts with","PSPHP1 (interacts with) CFB"
